name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,from_biway
,1739,30022937,879,728,1,86.39502053,1,65,,motorway,1,"LINESTRING (-112.0372908 33.4636412, -112.0374539 33.4638202, -112.0375744 33.4640389, -112.0377114 33.4643286)",0
,1740,30022942,880,881,1,66.13261421,1,65,,motorway,1,"LINESTRING (-112.0374539 33.4635266, -112.0375993 33.4638646, -112.037696 33.464086)",0
,1741,30022945,881,714,1,104.6954525,1,65,,motorway,1,"LINESTRING (-112.037696 33.464086, -112.0377859 33.4643141, -112.0378659 33.4645657, -112.0379308 33.4650035)",0
Piestewa Freeway,1742,30022953,704,705,1,88.14582145,3,55,,motorway,1,"LINESTRING (-112.0382178 33.4655387, -112.0382399 33.4647462)",0
Piestewa Freeway,1743,30022955,715,883,1,79.28264744,5,55,,motorway,1,"LINESTRING (-112.0380006 33.4655555, -112.0379971 33.4662685)",0
Piestewa Freeway,1744,30022998,882,704,1,79.02335194,5,55,,motorway,1,"LINESTRING (-112.0382301 33.4662493, -112.0382178 33.4655387)",0
Piestewa Freeway,1745,30022999,883,1062,1,165.4983898,5,55,,motorway,1,"LINESTRING (-112.0379971 33.4662685, -112.0379939 33.4669019, -112.0380218 33.4673138, -112.0381151 33.4677493)",0
,1753,30023361,737,738,1,95.30526094,2,59,,motorway,1,"LINESTRING (-112.0647926 33.4618294, -112.0647202 33.461769, -112.0646303 33.4617086, -112.0645089 33.4616463, -112.0643863 33.4615976, -112.064273 33.4615615, -112.0641423 33.4615343, -112.0639975 33.4615177, -112.0638684 33.461518)",0
,1754,30023377,889,1524,1,40.07488262,2,59,,motorway,1,"LINESTRING (-112.0647611 33.4625267, -112.0648533 33.4624654, -112.0649105 33.4624235, -112.0649697 33.4623778, -112.0650292 33.4623281, -112.0650748 33.4622804)",0
,1755,30023438,773,721,1,69.63869021,1,59,,motorway,1,"LINESTRING (-112.0691769 33.4627103, -112.0698897 33.4625138)",0
Deck Park Tunnel,1756,30023440,721,799,1,658.3439202,6,65,,motorway,1,"LINESTRING (-112.0698897 33.4625138, -112.0769519 33.4619286)",0
Deck Park Tunnel,1757,30023440,799,732,1,106.4382554,6,65,,motorway,1,"LINESTRING (-112.0769519 33.4619286, -112.0780948 33.4618439)",0
Deck Park Tunnel,1758,30023443,7,1308,1,599.7696185,6,65,,motorway,1,"LINESTRING (-112.0763859 33.4616053, -112.0699529 33.4621454)",0
Deck Park Tunnel,1759,30023443,1308,890,1,69.80741106,6,65,,motorway,1,"LINESTRING (-112.0699529 33.4621454, -112.0692027 33.4621947)",0
,1760,30023444,1308,1314,1,70.1038739,1,59,,motorway,1,"LINESTRING (-112.0699529 33.4621454, -112.069215 33.4620093)",0
,1761,30023458,891,7,1,146.6651333,1,59,,motorway,1,"LINESTRING (-112.0779403 33.4613642, -112.0763859 33.4616053)",0
,1762,30023469,800,801,1,95.63632305,1,59,,motorway,1,"LINESTRING (-112.0781548 33.4619513, -112.0791837 33.461897)",0
,1763,30023514,798,797,1,557.5368525,1,59,,motorway,1,"LINESTRING (-112.0815964 33.4610912, -112.0817535 33.4611093, -112.0823738 33.4610517, -112.0826527 33.4610316, -112.0829585 33.4610193, -112.0838784 33.4610121, -112.0846681 33.461055, -112.0865478 33.4612699, -112.0875434 33.461499)",0
,1764,30023521,798,796,1,161.7998119,1,59,,motorway,1,"LINESTRING (-112.0815964 33.4610912, -112.0807573 33.4612341, -112.0800337 33.4613525, -112.0798877 33.4613826)",1
,1765,30023521,796,798,1,161.7998119,1,59,,motorway,1,"LINESTRING (-112.0798877 33.4613826, -112.0800337 33.4613525, -112.0807573 33.4612341, -112.0815964 33.4610912)",1
,1770,30023712,812,809,1,56.9008871,2,59,,motorway,1,"LINESTRING (-112.0831199 33.4613938, -112.0831856 33.4614259, -112.083258 33.4614561, -112.0833304 33.4614818, -112.0834216 33.4615076, -112.0835182 33.4615244, -112.0836992 33.4615448)",0
,1771,30023720,808,1411,1,53.15081774,2,59,,motorway,1,"LINESTRING (-112.0831614 33.4606114, -112.0830816 33.4606561, -112.0830242 33.4606918, -112.0829703 33.4607303, -112.0829194 33.4607734, -112.0828717 33.4608132, -112.0828124 33.460873, -112.0827515 33.4609405)",0
,1772,30023720,1411,1418,1,9.115166822,2,59,,motorway,1,"LINESTRING (-112.0827515 33.4609405, -112.0827223 33.4609867, -112.0827125 33.4610153)",0
,1773,30023720,1418,1419,1,12.92429063,2,59,,motorway,1,"LINESTRING (-112.0827125 33.4610153, -112.0826976 33.4610459, -112.0826745 33.4610921, -112.0826629 33.4611238)",0
,1774,30023720,1419,1553,1,31.98561299,2,59,,motorway,1,"LINESTRING (-112.0826629 33.4611238, -112.0826406 33.4611834, -112.0826133 33.4612514, -112.0825903 33.4613252, -112.0825667 33.4613999)",0
,1775,30023721,806,740,1,60.5857513,2,59,,motorway,1,"LINESTRING (-112.0821782 33.4606651, -112.0820933 33.4606293, -112.0820171 33.4606098, -112.0819192 33.4605919, -112.0818521 33.4605885, -112.0817502 33.4605908, -112.0816764 33.4605997, -112.0815436 33.4606165)",0
,1776,30023722,805,1413,1,50.87317389,2,59,,motorway,1,"LINESTRING (-112.0821659 33.4613807, -112.082241 33.461337, -112.0823081 33.4612912, -112.0824033 33.4612224, -112.0824554 33.4611773, -112.0825079 33.4611278, -112.0825615 33.4610676)",0
,1777,30023722,1413,1417,1,8.793251055,2,59,,motorway,1,"LINESTRING (-112.0825615 33.4610676, -112.0825897 33.4610227, -112.0826049 33.4609973)",0
,1778,30023722,1417,1559,1,11.57926703,2,59,,motorway,1,"LINESTRING (-112.0826049 33.4609973, -112.0826339 33.4609349, -112.08265 33.4609002)",0
,1779,30023722,1559,892,1,29.13105752,2,59,,motorway,1,"LINESTRING (-112.08265 33.4609002, -112.0826648 33.4608666, -112.0826943 33.4607939, -112.0827171 33.4607335, -112.0827486 33.4606515)",0
East Washington Street,1791,30119060,904,1200,1,75.70862145,3,39,,primary,3,"LINESTRING (-112.0380617 33.4483599, -112.038197 33.4483604, -112.0388777 33.4483631)",0
East Washington Street,1792,30119223,913,1142,1,24.35456109,4,39,,primary,3,"LINESTRING (-112.0618355 33.4483393, -112.0619876 33.4483392, -112.062098 33.4483394)",0
North Central Avenue,1793,30119518,1672,924,1,40.71718043,4,39,,primary,3,"LINESTRING (-112.07382 33.4500181, -112.0738279 33.4503138, -112.0738289 33.4503842)",0
East Jefferson Street,1796,30120075,350,949,1,10.771945,3,39,,primary,3,"LINESTRING (-112.0620991 33.4472147, -112.061983 33.4472142)",0
,1797,30120097,1324,788,1,41.77500067,1,45,,motorway,1,"LINESTRING (-112.0365216 33.4462552, -112.0365754 33.4466282)",0
East Jefferson Street,1798,30120273,899,1378,1,41.44511477,3,39,,primary,3,"LINESTRING (-112.0365716 33.4472138, -112.0364344 33.4472141, -112.0361249 33.4472147)",0
East Jefferson Street,1813,30120648,1088,1131,1,125.9459537,1,39,,primary,3,"LINESTRING (-112.0685907 33.4463889, -112.0683106 33.4463495, -112.0679327 33.4463403, -112.0677042 33.4463563, -112.0675371 33.4463915, -112.067377 33.4464384, -112.0672581 33.4464678)",0
East Jefferson Street,1814,30120648,1131,945,1,77.61623397,1,39,,primary,3,"LINESTRING (-112.0672581 33.4464678, -112.0671458 33.4465158, -112.0671109 33.4465307, -112.0670079 33.4465823, -112.0668789 33.4466423, -112.0667089 33.4467293, -112.0665343 33.4468172)",0
East Jefferson Street,1815,30120663,953,954,1,115.1710454,3,39,,primary,3,"LINESTRING (-112.0699552 33.4464123, -112.0698404 33.446398, -112.069582 33.4464, -112.0688147 33.4463939, -112.0687152 33.4463939)",0
West Jefferson Street,1819,30120759,138,1513,1,75.12153092,4,39,,primary,3,"LINESTRING (-112.0751121 33.4471484, -112.0749513 33.4471543, -112.0747503 33.4471636, -112.0743029 33.4471655)",0
South 1st Avenue,1820,30120768,1832,1831,1,45.490403,3,39,,primary,3,"LINESTRING (-112.0750935 33.4480818, -112.0750933 33.4480676, -112.0750945 33.4480042, -112.0751041 33.447799, -112.0751079 33.4476729)",0
North 1st Avenue,1821,30120976,674,1144,1,73.72439079,3,39,,primary,3,"LINESTRING (-112.0751915 33.4503674, -112.0751899 33.4502994, -112.0751879 33.4502175, -112.0751744 33.4500886, -112.0751384 33.4498581, -112.0751154 33.4497483, -112.0751054 33.4497094)",0
North 1st Avenue,1833,30120992,1217,1893,1,99.63617248,2,39,,primary,3,"LINESTRING (-112.0747214 33.458548, -112.0747808 33.4584793, -112.0748572 33.4583888, -112.0750058 33.4582185, -112.0751093 33.4580509, -112.0751728 33.4578322, -112.0751911 33.4577573)",0
North Central Avenue,1838,30121038,1681,965,1,62.33168108,4,39,,primary,3,"LINESTRING (-112.0743018 33.4590811, -112.0743652 33.4589684, -112.0744692 33.4588492, -112.0745722 33.4587266, -112.074672 33.4586154)",0
North Central Avenue,1839,30122487,967,1146,1,114.829986,2,39,,primary,3,"LINESTRING (-112.0737669 33.4600056, -112.073749 33.460467, -112.0737455 33.460653, -112.0737401 33.461038)",0
Papago Freeway,1862,32736576,1839,797,1,530.3990991,5,65,,motorway,1,"LINESTRING (-112.0818554 33.4612982, -112.0825411 33.4612177, -112.0843098 33.4611813, -112.0861123 33.4613603, -112.0875434 33.461499)",0
Papago Freeway,1863,32736577,982,983,1,1452.301265,4,65,,motorway,1,"LINESTRING (-112.1142433 33.4616996, -112.1028319 33.4615765, -112.0985886 33.4615585)",0
,1864,32736580,985,986,1,59.70645413,2,59,,motorway,1,"LINESTRING (-112.1149178 33.4616845, -112.1146363 33.4616448, -112.1142795 33.461619)",0
,1865,32736581,986,987,1,754.0521877,2,45,,motorway,1,"LINESTRING (-112.1142795 33.461619, -112.1121821 33.461572, -112.1116805 33.4615496, -112.1112218 33.4615093, -112.1108249 33.4614422, -112.1104735 33.4613505, -112.1101382 33.4612162, -112.1098432 33.4610596, -112.1095562 33.4608694, -112.1093014 33.4606591, -112.1090841 33.4604375, -112.1089044 33.4602048, -112.1087569 33.4599676, -112.1086764 33.4598087, -112.108612 33.4596543, -112.1085745 33.4595267, -112.1085175 33.4593057, -112.1084659 33.4590623, -112.1084338 33.4588479, -112.108415 33.4586584, -112.1084064 33.4584604)",0
,1866,32736589,988,989,1,55.82714424,1,59,,motorway,1,"LINESTRING (-112.1148884 33.4614758, -112.1142876 33.4614467)",0
,1867,32736591,989,1044,1,1050.411112,1,59,,motorway,1,"LINESTRING (-112.1142876 33.4614467, -112.1115598 33.461384, -112.1111735 33.4613818, -112.1108409 33.4613974, -112.1104789 33.4614556, -112.1101436 33.4615496, -112.1098593 33.461666, -112.1095615 33.4618294, -112.1093175 33.4620061, -112.1091163 33.4621806, -112.1089312 33.4623842, -112.1087609 33.4626485, -112.1086101 33.4629294, -112.1085738 33.4630674, -112.1085371 33.463207, -112.1084907 33.4635197, -112.1084865 33.4638157, -112.1085513 33.4641178, -112.1086811 33.4644438, -112.1089332 33.4649294, -112.1097406 33.4663614, -112.1099122 33.466706)",0
,1868,32736601,1363,993,1,238.9239112,2,59,,motorway,1,"LINESTRING (-112.1083933 33.4562661, -112.1083689 33.455508, -112.1083446 33.4548025, -112.1082714 33.4541207)",0
,1869,32736603,1001,1002,1,180.1077867,2,45,,motorway,1,"LINESTRING (-112.1100148 33.4621023, -112.1104601 33.4621538, -112.1109268 33.4621739, -112.1119514 33.4621847)",0
,1870,32736604,994,1004,1,322.9589858,2,59,,motorway,1,"LINESTRING (-112.1080272 33.4544933, -112.1079473 33.4546801, -112.1078511 33.4560252, -112.107814 33.4567921, -112.1077957 33.4570467, -112.1077711 33.4573821)",0
,1871,32736606,1004,2010,1,175.525893,1,59,,motorway,1,"LINESTRING (-112.1077711 33.4573821, -112.1076811 33.4576275, -112.1075408 33.4586479, -112.1074995 33.4589407)",0
,1872,32736607,1005,1006,1,608.5332001,1,45,,motorway,1,"LINESTRING (-112.1073994 33.4596495, -112.107339 33.4599085, -112.1072657 33.4600795, -112.1071536 33.4602709, -112.107011 33.4604283, -112.1069016 33.4605329, -112.1067854 33.4606239, -112.1065602 33.4607443, -112.1064219 33.4608044, -112.1062946 33.4608447, -112.105962 33.4609186, -112.1056589 33.4609566, -112.1035856 33.4611357, -112.1027487 33.4612319, -112.1016946 33.4613796)",0
,1873,32736608,991,1007,1,295.6206422,3,55,,motorway,1,"LINESTRING (-112.110757 33.4675609, -112.1105718 33.467044, -112.1102333 33.4661697, -112.1100599 33.4657025, -112.1099714 33.4653685, -112.1098834 33.4650067)",0
,1874,32736610,1008,1006,1,679.3512767,2,55,,motorway,1,"LINESTRING (-112.108685 33.4618683, -112.1085519 33.4617455, -112.1084331 33.4616529, -112.1081854 33.4614786, -112.1080728 33.4614072, -112.1079444 33.4613322, -112.1077403 33.4612388, -112.1075767 33.4611789, -112.1074367 33.4611361, -112.1072208 33.4610813, -112.1070182 33.4610462, -112.1068402 33.4610255, -112.1066426 33.461014, -112.1064725 33.4610085, -112.1062705 33.4610159, -112.10608 33.4610281, -112.1027568 33.4613012, -112.1016946 33.4613796)",0
,1875,32736611,1007,1010,1,412.3064912,1,45,,motorway,1,"LINESTRING (-112.1098834 33.4650067, -112.1098485 33.4646889, -112.1098163 33.4644607, -112.1098002 33.4642191, -112.1098297 33.4639148, -112.1099049 33.4636194, -112.1100336 33.4633374, -112.1102106 33.4630846, -112.1103903 33.4628966, -112.1105834 33.4627423, -112.1108141 33.4625946, -112.1110743 33.4624782, -112.1112889 33.4624022, -112.1116107 33.4623328, -112.1119541 33.4622813)",0
,1876,32736614,1011,1012,1,169.4790639,1,45,,motorway,1,"LINESTRING (-112.1020996 33.4621112, -112.1039262 33.46208)",0
,1877,32736616,1013,999,1,53.94896762,1,59,,motorway,1,"LINESTRING (-112.1083387 33.4584575, -112.1083937 33.4579745)",0
,1878,32736621,981,1011,1,326.6704514,2,55,,motorway,1,"LINESTRING (-112.0985831 33.4619612, -112.0992887 33.4619994, -112.1002811 33.4620218, -112.1020996 33.4621112)",0
,1879,32736622,1014,998,1,560.7722531,2,59,,motorway,1,"LINESTRING (-112.1079308 33.4631451, -112.1081588 33.46338, -112.1083787 33.4636754, -112.108612 33.4640602, -112.1098568 33.4663643, -112.1101571 33.4669098, -112.1103375 33.4672263, -112.1105982 33.4676586)",0
,1880,32736625,995,2009,1,593.1108752,1,45,,motorway,1,"LINESTRING (-112.1079797 33.4586208, -112.1079257 33.4591629, -112.1079175 33.4593747, -112.1079102 33.4597192, -112.1079082 33.4600351, -112.1078995 33.4603055, -112.1078907 33.4605204, -112.1078719 33.4608852, -112.1078477 33.4611335, -112.1078075 33.4614334, -112.1077619 33.4617355, -112.1077029 33.462098, -112.1076822 33.4622702, -112.1076662 33.4624581, -112.1076662 33.4626595, -112.1076822 33.4628497, -112.1077386 33.4631339, -112.1077976 33.4633711, -112.1078355 33.4634909, -112.1078799 33.4636106, -112.1079479 33.4637821, -112.1080022 33.4639062)",0
,1881,32736627,1016,992,1,366.331218,1,59,,motorway,1,"LINESTRING (-112.1092381 33.4618059, -112.1091021 33.4614867, -112.1089572 33.461122, -112.1088593 33.4609284, -112.1086246 33.4603892, -112.1084369 33.4599595, -112.1083853 33.4598221, -112.1083249 33.4595733, -112.1082924 33.4593984, -112.1082759 33.4592031, -112.1081874 33.4586482)",0
,1887,32736636,1002,1000,1,142.0831723,2,59,,motorway,1,"LINESTRING (-112.1119514 33.4621847, -112.1134829 33.462203)",0
,1888,32736638,1010,1000,1,142.1395395,1,45,,motorway,1,"LINESTRING (-112.1119541 33.4622813, -112.1121847 33.4622612, -112.1125897 33.4622545, -112.1134829 33.462203)",0
,1891,32760395,1009,983,1,241.8505242,2,59,,motorway,1,"LINESTRING (-112.1011904 33.4614198, -112.0998895 33.4614847, -112.0985886 33.4615585)",0
,1892,32760396,1012,1013,1,760.4868628,1,45,,motorway,1,"LINESTRING (-112.1039262 33.46208, -112.1047443 33.4620978, -112.1058735 33.4621493, -112.1063563 33.4621583, -112.1067667 33.4621336, -112.1070617 33.46208, -112.1073272 33.462012, -112.1075909 33.4619062, -112.1078074 33.4617824, -112.1080273 33.4616034, -112.1082124 33.4614198, -112.1083599 33.4611961, -112.1084498 33.4609779, -112.1085262 33.4607262, -112.1085491 33.4604856, -112.1085329 33.4601913, -112.1084927 33.4599295, -112.1084095 33.4593115, -112.1083537 33.4588532, -112.1083387 33.4584575)",0
,1917,32766087,1486,11,1,23.93841166,2,59,,motorway,1,"LINESTRING (-112.100096 33.461232, -112.1000666 33.4611738, -112.1000196 33.461114, -112.0999471 33.4610607)",0
,1918,32766087,11,1047,1,172.9868506,2,59,,motorway,1,"LINESTRING (-112.0999471 33.4610607, -112.0998401 33.4610421, -112.0997463 33.4610446, -112.0996267 33.4610565, -112.0980978 33.4612185)",0
,1919,32766096,1047,1568,1,152.7610756,1,59,,motorway,1,"LINESTRING (-112.0980978 33.4612185, -112.097328 33.4613124, -112.0964644 33.4613913)",0
,1920,32766099,980,1048,1,419.0671333,1,59,,motorway,1,"LINESTRING (-112.0940396 33.461977, -112.094973 33.4620754, -112.0968452 33.4621694, -112.0974299 33.4621694, -112.0985457 33.4621381)",0
,1921,32766101,1848,1924,1,84.03099141,3,35,,motorway,1,"LINESTRING (-112.0991162 33.4621309, -112.0998455 33.4621319, -112.100022 33.4621355)",0
Papago Freeway,1922,32766104,1046,980,1,288.1849813,6,65,,motorway,1,"LINESTRING (-112.0909363 33.4618942, -112.0917544 33.4619457, -112.0924571 33.461977, -112.0940396 33.461977)",0
Papago Freeway,1923,32766107,1045,1360,1,7.843661248,6,65,,motorway,1,"LINESTRING (-112.0909309 33.461478, -112.0908468 33.4614707)",0
North 19th Avenue,1953,84966955,1109,485,1,61.24799533,3,39,,primary,3,"LINESTRING (-112.1001196 33.4486577, -112.1001154 33.449118, -112.1001145 33.4492085)",1
North 19th Avenue,1954,84966955,485,1109,1,61.24799533,2,39,,primary,3,"LINESTRING (-112.1001145 33.4492085, -112.1001154 33.449118, -112.1001196 33.4486577)",1
Red Mountain Freeway,1965,97426310,869,716,1,287.1541156,2,65,,motorway,1,"LINESTRING (-112.0386207 33.4623581, -112.0391364 33.4624024, -112.0401778 33.4624931, -112.040534 33.4625133, -112.0409614 33.462505, -112.0417055 33.4624668)",0
Black Canyon Freeway,2003,119089349,996,997,1,373.6964109,2,55,,motorway,1,"LINESTRING (-112.1081375 33.4609279, -112.108162 33.4611162, -112.1082016 33.4614198, -112.1082821 33.461789, -112.1083679 33.4621515, -112.1085074 33.4626595, -112.1085301 33.4627295, -112.1086818 33.4631965, -112.1088293 33.4636171, -112.1089822 33.4640445, -112.1090416 33.464196)",0
Black Canyon Freeway,2004,119089366,991,992,1,1029.046515,3,55,,motorway,1,"LINESTRING (-112.110757 33.4675609, -112.1104795 33.4670074, -112.1101947 33.4663619, -112.1100669 33.4660966, -112.1098499 33.4656564, -112.1095763 33.4650525, -112.1093309 33.4645256, -112.1091217 33.4640088, -112.1089607 33.4635903, -112.1088186 33.4631629, -112.1087503 33.4629557, -112.1086416 33.4626259, -112.1084994 33.4621291, -112.1084189 33.4617935, -112.1083492 33.4614176, -112.1082899 33.4608473, -112.1082362 33.4603537, -112.1081839 33.459703, -112.1081874 33.4586482)",0
Black Canyon Freeway,2005,119089366,992,993,1,503.495339,3,55,,motorway,1,"LINESTRING (-112.1081874 33.4586482, -112.1082714 33.4541207)",0
Black Canyon Freeway,2006,119371574,997,998,1,411.260271,3,55,,motorway,1,"LINESTRING (-112.1090416 33.464196, -112.1094049 33.4650708, -112.1097091 33.465719, -112.1099907 33.4663543, -112.1105982 33.4676586)",0
Papago Freeway,2007,123105996,985,982,1,62.59243971,4,65,,motorway,1,"LINESTRING (-112.1149178 33.4616845, -112.1142433 33.4616996)",0
Papago Freeway,2008,123105998,733,1046,1,181.6510246,6,65,,motorway,1,"LINESTRING (-112.0889929 33.4616938, -112.0909363 33.4618942)",0
Papago Freeway,2009,123106007,981,979,1,1455.737215,4,65,,motorway,1,"LINESTRING (-112.0985831 33.4619612, -112.1028185 33.4619009, -112.1142742 33.4620329)",0
Papago Freeway,2010,123106012,720,771,1,225.8041952,5,65,,motorway,1,"LINESTRING (-112.0585343 33.4621343, -112.0592561 33.4621037, -112.0600983 33.4621189, -112.0609673 33.462112)",0
Papago Freeway,2011,123106021,983,984,1,412.2848935,6,65,,motorway,1,"LINESTRING (-112.0985886 33.4615585, -112.0941442 33.4615585)",0
Papago Freeway,2012,123106031,719,769,1,81.20141451,6,65,,motorway,1,"LINESTRING (-112.0458437 33.4622046, -112.0467187 33.4622253)",0
Papago Freeway,2013,123106033,723,730,1,664.0801976,6,65,,motorway,1,"LINESTRING (-112.0600781 33.4617042, -112.0592622 33.4617092, -112.0585174 33.461699, -112.05588 33.4617012, -112.0551221 33.4617092, -112.0543976 33.4617329, -112.0536833 33.4617701, -112.052926 33.4618392)",0
Papago Freeway,2014,123106034,4,776,1,1097.687064,5,65,,motorway,1,"LINESTRING (-112.0897014 33.4613644, -112.08466 33.4608391, -112.083158 33.4607818, -112.0821258 33.4608421, -112.081098 33.4609537, -112.0789874 33.4613642, -112.0779832 33.4614573)",0
Piestewa Freeway,2015,123445147,705,215,1,256.5458638,2,55,,motorway,1,"LINESTRING (-112.0382399 33.4647462, -112.0382493 33.4642523, -112.038259 33.4637763, -112.038264 33.4634046, -112.0382784 33.462806, -112.0382961 33.4624396)",0
Piestewa Freeway,2016,123445149,711,819,1,40.89011176,3,55,,motorway,1,"LINESTRING (-112.0372552 33.4619215, -112.0374263 33.4622604)",0
Piestewa Freeway,2017,123445149,819,715,1,376.516949,3,55,,motorway,1,"LINESTRING (-112.0374263 33.4622604, -112.0376612 33.4627258, -112.0378646 33.4631817, -112.0379626 33.4634414, -112.0380402 33.4638226, -112.0380684 33.4643073, -112.0380751 33.4646536, -112.0380383 33.4651914, -112.0380006 33.4655555)",0
Red Mountain Freeway,2018,123445160,0,727,1,188.5198613,3,65,,motorway,1,"LINESTRING (-112.0326826 33.4619887, -112.0322606 33.4619883, -112.0318945 33.4619857, -112.0315264 33.4619867, -112.0311146 33.4619795, -112.0306513 33.4619563)",0
Red Mountain Freeway,2019,123445161,1102,873,1,25.64038479,2,65,,motorway,1,"LINESTRING (-112.0303931 33.4621669, -112.0306692 33.4621561)",0
Red Mountain Freeway,2020,123445166,716,719,1,385.2590724,3,65,,motorway,1,"LINESTRING (-112.0417055 33.4624668, -112.0431619 33.4623236, -112.0438039 33.4622798, -112.044362 33.4622476, -112.0450601 33.4622425, -112.0458437 33.4622046)",0
Red Mountain Freeway,2021,123445169,724,770,1,209.6593243,2,59,,motorway,1,"LINESTRING (-112.0423395 33.4614843, -112.0418302 33.4613695, -112.0414063 33.4612953, -112.0411043 33.4612478, -112.0408204 33.4612173, -112.0405306 33.4611936, -112.0403176 33.4611871, -112.0401161 33.461185)",0
East Jefferson Street,2063,136607044,949,1590,1,182.207832,1,39,,primary,3,"LINESTRING (-112.061983 33.4472142, -112.06177 33.447236, -112.0615299 33.4472416, -112.0611149 33.4472409, -112.0609536 33.4472458, -112.0605496 33.4472365, -112.0601939 33.4472388, -112.0600211 33.4472389)",0
East Washington Street,2093,136920667,914,1202,1,166.5467295,1,39,,primary,3,"LINESTRING (-112.0622637 33.4483409, -112.0625849 33.4483593, -112.062748 33.4483644, -112.0631362 33.4483704, -112.0634574 33.4483823, -112.0640574 33.4483929)",0
North 1st Avenue,2094,136920672,1217,1214,1,169.6536606,1,39,,primary,3,"LINESTRING (-112.0747214 33.458548, -112.0747245 33.4584754, -112.0747284 33.4584368, -112.0748927 33.4582013, -112.074928 33.4581379, -112.0749862 33.4580333, -112.0750527 33.4578743, -112.0750689 33.4576853, -112.0750677 33.4576616, -112.0750586 33.4574808, -112.0750563 33.4574363, -112.0750509 33.4570868)",0
North Central Avenue,2095,136920673,1207,1837,1,201.432182,1,39,,primary,3,"LINESTRING (-112.0738985 33.4524168, -112.073925 33.452525, -112.0739412 33.4525882, -112.0739251 33.4529228, -112.0739309 33.4531205, -112.0739273 33.4534302, -112.0739272 33.4535033, -112.0739309 33.4538701, -112.0739296 33.4542243)",0
East Washington Street,2096,136920674,1182,1141,1,71.68435145,1,39,,primary,3,"LINESTRING (-112.0594018 33.4482013, -112.0596779 33.4482508, -112.0601572 33.4483367)",0
East Washington Street,2097,136920675,1187,1199,1,66.15981708,1,39,,primary,3,"LINESTRING (-112.0501114 33.4482089, -112.0503631 33.4482558, -112.0508075 33.448338)",0
East Washington Street,2098,136920676,1181,1140,1,71.24067653,1,39,,primary,3,"LINESTRING (-112.0326149 33.4481944, -112.0329587 33.448248, -112.033365 33.4483303)",0
East Jefferson Street,2099,136920677,1166,1155,1,68.53140331,1,39,,primary,3,"LINESTRING (-112.0422373 33.4473123, -112.0419857 33.4472717, -112.0415157 33.4471811)",0
East Washington Street,2100,136920679,1191,1143,1,86.74645577,1,39,,primary,3,"LINESTRING (-112.0413851 33.4482153, -112.0417269 33.4482671, -112.0420106 33.4483044, -112.0423035 33.44836)",0
East Washington Street,2101,136920682,1196,1201,1,65.58541421,1,39,,primary,3,"LINESTRING (-112.0459032 33.4482247, -112.0462465 33.4482753, -112.0465908 33.448358)",0
East Washington Street,2102,136920684,1176,1198,1,87.84182079,1,39,,primary,3,"LINESTRING (-112.0545534 33.4481898, -112.0549098 33.4482437, -112.0554856 33.4483279)",0
,2103,136920687,1158,1151,1,72.71479874,1,39,,primary,3,"LINESTRING (-112.053884 33.4472829, -112.0535725 33.4472283, -112.0531183 33.4471435)",0
East Jefferson Street,2104,136920688,1156,1150,1,68.46397497,1,39,,primary,3,"LINESTRING (-112.0584319 33.4472442, -112.0581958 33.447204, -112.0577077 33.4471261)",0
East Jefferson Street,2105,136920691,1165,1154,1,84.73736421,1,39,,primary,3,"LINESTRING (-112.0452395 33.447311, -112.0449219 33.4472664, -112.0443404 33.4471772)",0
East Jefferson Street,2106,136920696,1161,1152,1,79.77971733,1,39,,primary,3,"LINESTRING (-112.0320678 33.4472983, -112.0317373 33.4472392, -112.0312276 33.4471457)",0
East Jefferson Street,2107,136920698,1162,1153,1,79.60633514,1,39,,primary,3,"LINESTRING (-112.0497351 33.4472987, -112.0494633 33.4472568, -112.0488914 33.4471685)",0
,2108,136920705,1215,1216,1,79.21445887,1,39,,primary,3,"LINESTRING (-112.0739344 33.4571543, -112.0739075 33.4573403, -112.0738802 33.4574518, -112.073841 33.4575653, -112.0738302 33.4577708, -112.0737929 33.4578525)",0
East Washington Street,2109,136920710,1197,923,1,82.72742006,2,39,,primary,3,"LINESTRING (-112.0729286 33.4483013, -112.0733429 33.4483039, -112.0736314 33.4483071, -112.0736929 33.4483195, -112.0737526 33.448342, -112.0737988 33.448374)",0
North Central Avenue,2119,138250353,1147,1235,1,121.6681927,2,39,,primary,3,"LINESTRING (-112.0739234 33.4621257, -112.0739675 33.4618888, -112.073981 33.4617367, -112.0739829 33.4615292, -112.0739675 33.4613394, -112.0739396 33.4610361)",0
North Central Avenue,2120,138250354,1304,972,1,75.90697809,2,39,,primary,3,"LINESTRING (-112.0739196 33.4606927, -112.0739177 33.4606552, -112.0739206 33.4605405, -112.0739279 33.4601746, -112.0739257 33.4601047, -112.0739375 33.4600107)",0
North Central Avenue,2121,138250356,1146,1148,1,122.0245335,2,39,,primary,3,"LINESTRING (-112.0737401 33.461038, -112.0737113 33.4613317, -112.0737008 33.4615837, -112.0737023 33.4617364, -112.0737126 33.4618846, -112.0737213 33.4621339)",0
Black Canyon Freeway,2146,138739256,1845,1497,1,202.7871123,3,55,,motorway,1,"LINESTRING (-112.1083079 33.4484916, -112.1083013 33.4466679)",0
