cell_id,x_index,y_index,origin_flag,destination_flag,dwell_flag,x_coord,y_coord,geometry,
-11194996658,0,1,-842150451,-842150451,0,-111.949997,33.429998,"LINESTRING (-111.949997 33.429998,-111.939997 33.429998,-111.939997 33.419998,-111.949997 33.419998,-111.949997 33.429998,)"
-11194996657,0,2,-842150451,-842150451,0,-111.949997,33.440000,"LINESTRING (-111.949997 33.440000,-111.939997 33.440000,-111.939997 33.430000,-111.949997 33.430000,-111.949997 33.440000,)"
-11193996659,1,0,-842150451,-842150451,0,-111.939995,33.420000,"LINESTRING (-111.939995 33.420000,-111.929995 33.420000,-111.929995 33.410000,-111.939995 33.410000,-111.939995 33.420000,)"
-11193996658,1,1,-842150451,-842150451,0,-111.939995,33.429998,"LINESTRING (-111.939995 33.429998,-111.929995 33.429998,-111.929995 33.419998,-111.939995 33.419998,-111.939995 33.429998,)"
-11193996657,1,2,-842150451,-842150451,0,-111.939995,33.440000,"LINESTRING (-111.939995 33.440000,-111.929995 33.440000,-111.929995 33.430000,-111.939995 33.430000,-111.939995 33.440000,)"
