from_node_id,to_node_id,cell_id,FFTT_in_sec,distance,o_distance,d_distance,accessbility_time,hit_count,use_count,benefit,geometry
476,193,-22387993317,8,0.000580,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9354902970984 33.4199516108573, -111.9366173 33.4190676)"
193,476,-22387993317,8,0.000723,999999.000000,999999.000000,60,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366173 33.4190676, -111.9354902970984 33.4199516108573)"
477,129,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9363860583314 33.42054253243025, -111.9366407 33.4212929)"
129,477,-22387993316,6,0.005000,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366407 33.4212929, -111.9363860583314 33.42054253243025)"
478,129,-22387993316,6,0.000420,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9362691807283 33.42100399026641, -111.9366407 33.4212929)"
129,478,-22387993316,6,0.000467,999999.000000,999999.000000,97,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366407 33.4212929, -111.9362691807283 33.42100399026641)"
506,129,-22387993316,7,0.000400,999999.000000,999999.000000,107,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9355014567818 33.42060001037134, -111.9366407 33.4212929)"
129,506,-22387993316,7,0.000534,999999.000000,999999.000000,107,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366407 33.4212929, -111.9355014567818 33.42060001037134)"
509,384,-22387993317,6,0.000401,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9372490296901 33.41545225171208, -111.9366102 33.415)"
384,509,-22387993317,6,0.000323,999999.000000,999999.000000,33,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366102 33.415, -111.9372490296901 33.41545225171208)"
510,132,-22387993317,6,0.000237,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9388847172158 33.41690956763006, -111.9398371 33.4170325)"
132,510,-22387993317,6,0.000307,999999.000000,999999.000000,46,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398371 33.4170325, -111.9388847172158 33.41690956763006)"
511,377,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9353223 33.4215124, -111.9349485 33.421897)"
377,511,-22386993316,6,0.005000,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9349485 33.421897, -111.9353223 33.4215124)"
512,377,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9355421202027 33.4210602522133, -111.9349485 33.421897)"
377,512,-22386993316,6,0.005000,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9349485 33.421897, -111.9355421202027 33.4210602522133)"
513,129,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9361904666191 33.4215083705127, -111.9366407 33.4212929)"
129,513,-22387993316,6,0.005000,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366407 33.4212929, -111.9361904666191 33.4215083705127)"
514,53,-22387993316,6,0.000502,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9363509181718 33.42170447798722, -111.9366625 33.4219038)"
53,514,-22387993316,6,0.000539,999999.000000,999999.000000,97,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366625 33.4219038, -111.9363509181718 33.42170447798722)"
536,120,-22387993317,6,0.000227,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.938013575199 33.41625985786897, -111.9373124 33.4163246)"
120,536,-22387993317,6,0.000157,999999.000000,999999.000000,27,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9373124 33.4163246, -111.938013575199 33.41625985786897)"
538,99,-22387993317,6,0.000425,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9357610766497 33.41512627577982, -111.9349501 33.4150744)"
99,538,-22386993317,6,0.000344,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9349501 33.4150744, -111.9357610766497 33.41512627577982)"
539,384,-22387993317,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9361294 33.4154285, -111.9366102 33.415)"
384,539,-22387993317,6,0.005000,999999.000000,999999.000000,33,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366102 33.415, -111.9361294 33.4154285)"
540,313,-22387993317,6,0.000469,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9361375 33.4159137, -111.9366276 33.4162059)"
313,540,-22387993317,6,0.000526,999999.000000,999999.000000,25,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366276 33.4162059, -111.9361375 33.4159137)"
541,313,-22387993317,6,0.000613,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.93610975 33.4156697, -111.9366276 33.4162059)"
313,541,-22387993317,6,0.000687,999999.000000,999999.000000,25,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366276 33.4162059, -111.93610975 33.4156697)"
542,289,-22387993317,6,0.000485,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9358475 33.41567005, -111.9349498 33.4155051)"
289,542,-22386993317,6,0.000394,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9349498 33.4155051, -111.9358475 33.41567005)"
543,289,-22387993317,6,0.000612,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.93524765 33.41568405, -111.9349498 33.4155051)"
289,543,-22386993317,6,0.000577,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9349498 33.4155051, -111.93524765 33.41568405)"
549,19,-22387993316,6,0.000505,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9361197785548 33.42472881989341, -111.936666 33.4243591)"
19,549,-22387993316,6,0.000571,999999.000000,999999.000000,92,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.936666 33.4243591, -111.9361197785548 33.42472881989341)"
573,109,-22387993315,8,0.002116,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9356533302633 33.42743657245287, -111.9365845 33.4264032)"
109,573,-22387993315,8,0.002242,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9365845 33.4264032, -111.9356533302633 33.42743657245287)"
574,109,-22387993315,9,0.001502,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.935321262086 33.42735962263419, -111.9365845 33.4264032)"
109,574,-22387993315,9,0.001654,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9365845 33.4264032, -111.935321262086 33.42735962263419)"
576,290,-22387993317,6,0.000532,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9356984048472 33.41627613400486, -111.9349531 33.4160981)"
290,576,-22386993317,6,0.000455,999999.000000,999999.000000,34,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9349531 33.4160981, -111.9356984048472 33.41627613400486)"
577,304,-22387993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.935932648719 33.42513725997644, -111.9358356 33.4255093)"
304,577,-22387993315,6,0.005000,999999.000000,999999.000000,47,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9358356 33.4255093, -111.935932648719 33.42513725997644)"
578,384,-22387993317,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9365939129287 33.41556740184805, -111.9366102 33.415)"
384,578,-22387993317,6,0.005000,999999.000000,999999.000000,33,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366102 33.415, -111.9365939129287 33.41556740184805)"
579,198,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9427134337119 33.42997045155538, -111.9430423 33.429831)"
198,579,-22388993315,6,0.005000,999999.000000,999999.000000,63,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9430423 33.429831, -111.9427134337119 33.42997045155538)"
580,169,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.942641580774 33.4296714921756, -111.9426236 33.4294744)"
169,580,-22388993315,6,0.005000,999999.000000,999999.000000,61,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9426236 33.4294744, -111.942641580774 33.4296714921756)"
581,212,-22387993316,6,0.000196,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9394711920804 33.42356135619239, -111.9400646 33.4234469)"
212,581,-22388993316,6,0.000232,999999.000000,999999.000000,999999,1,0,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9400646 33.4234469, -111.9394711920804 33.42356135619239)"
586,18,-22387993316,6,0.000609,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9387471977645 33.42401699218601, -111.9391418 33.4243489)"
18,586,-22387993316,6,0.000609,999999.000000,999999.000000,97,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9391418 33.4243489, -111.9387471977645 33.42401699218601)"
587,370,-22388993315,6,0.001081,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9433357992569 33.42777122909285, -111.9427385 33.4277461)"
370,587,-22388993315,6,0.001139,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9427385 33.4277461, -111.9433357992569 33.42777122909285)"
590,131,-22387993317,6,0.000046,999999.000000,999999.000000,96,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9387740154261 33.41626490159899, -111.9394923 33.4160741)"
131,590,-22387993317,6,0.000117,999999.000000,999999.000000,46,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9394923 33.4160741, -111.9387740154261 33.41626490159899)"
592,194,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9384453929302 33.4249337740652, -111.938161 33.4254954)"
194,592,-22387993315,6,0.005000,999999.000000,999999.000000,106,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.938161 33.4254954, -111.9384453929302 33.4249337740652)"
596,267,-22387993317,6,0.001161,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9390348144006 33.41973508972454, -111.9389314 33.4205069)"
267,596,-22387993316,6,0.001207,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9389314 33.4205069, -111.9390348144006 33.41973508972454)"
599,64,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9383609456099 33.42352237470183, -111.9381595 33.4231914)"
64,599,-22387993316,6,0.005000,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9381595 33.4231914, -111.9383609456099 33.42352237470183)"
600,64,-22387993316,6,0.000558,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9385643265404 33.42357609404183, -111.9381595 33.4231914)"
64,600,-22387993316,6,0.000558,999999.000000,999999.000000,97,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9381595 33.4231914, -111.9385643265404 33.42357609404183)"
601,64,-22387993316,6,0.000192,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9389177025646 33.42347660686634, -111.9381595 33.4231914)"
64,601,-22387993316,6,0.000111,999999.000000,999999.000000,97,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9381595 33.4231914, -111.9389177025646 33.42347660686634)"
602,48,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9403003194537 33.42522464206331, -111.9400797 33.4254922)"
48,602,-22388993315,6,0.005000,999999.000000,999999.000000,106,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9400797 33.4254922, -111.9403003194537 33.42522464206331)"
603,250,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9418549103121 33.4289586731595, -111.9417837 33.4295365)"
250,603,-22388993315,6,0.005000,999999.000000,999999.000000,59,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9417837 33.4295365, -111.9418549103121 33.4289586731595)"
604,211,-22387993316,6,0.000260,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9396537254446 33.4226079831972, -111.9400741 33.4225274)"
211,604,-22388993316,6,0.000269,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9400741 33.4225274, -111.9396537254446 33.4226079831972)"
605,184,-22387993316,6,0.000059,999999.000000,999999.000000,77,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9396397570808 33.42220829963623, -111.9398966 33.4219821)"
184,605,-22387993316,6,0.000088,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398966 33.4219821, -111.9396397570808 33.42220829963623)"
606,231,-22387993316,6,0.000971,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9390496814613 33.42248093526265, -111.9390184 33.4219833)"
231,606,-22387993316,6,0.000968,999999.000000,999999.000000,97,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9390184 33.4219833, -111.9390496814613 33.42248093526265)"
607,231,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.938976695956 33.4222044308813, -111.9390184 33.4219833)"
231,607,-22387993316,6,0.005000,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9390184 33.4219833, -111.938976695956 33.4222044308813)"
608,181,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9364445 33.42252670000001, -111.9366619 33.4219911)"
181,608,-22387993316,6,0.005000,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366619 33.4219911, -111.9364445 33.42252670000001)"
609,181,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9362393751457 33.42238856255182, -111.9366619 33.4219911)"
181,609,-22387993316,6,0.005000,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366619 33.4219911, -111.9362393751457 33.42238856255182)"
610,65,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9352566250758 33.42285228452475, -111.9349899 33.4232132)"
65,610,-22386993316,6,0.005000,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9349899 33.4232132, -111.9352566250758 33.42285228452475)"
611,62,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9361322087137 33.42271408022154, -111.9366746 33.4232058)"
62,611,-22387993316,6,0.005000,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9366746 33.4232058, -111.9361322087137 33.42271408022154)"
627,213,-22387993316,6,0.000161,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9395879249527 33.42405919466315, -111.9399588 33.4240116)"
213,627,-22387993316,6,0.000188,999999.000000,999999.000000,97,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399588 33.4240116, -111.9395879249527 33.42405919466315)"
628,18,-22387993316,6,0.000556,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9395472870327 33.42466143740126, -111.9391418 33.4243489)"
18,628,-22387993316,6,0.000556,999999.000000,999999.000000,97,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9391418 33.4243489, -111.9395472870327 33.42466143740126)"
629,215,-22387993315,6,0.000162,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.93963639208 33.42520426487548, -111.939958 33.4251292)"
215,629,-22387993315,6,0.000181,999999.000000,999999.000000,106,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.939958 33.4251292, -111.93963639208 33.42520426487548)"
631,190,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9408994949613 33.42514467708774, -111.9412736 33.4254885)"
190,631,-22388993315,6,0.005000,999999.000000,999999.000000,41,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9412736 33.4254885, -111.9408994949613 33.42514467708774)"
633,250,-22388993314,6,0.000631,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.94152515 33.4300788, -111.9417837 33.4295365)"
250,633,-22388993315,6,0.000631,999999.000000,999999.000000,59,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9417837 33.4295365, -111.94152515 33.4300788)"
660,97,-22387993315,6,0.000141,999999.000000,999999.000000,104,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9396447725402 33.42575914692494, -111.9394161 33.4254973)"
97,660,-22387993315,6,0.000107,999999.000000,999999.000000,106,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9394161 33.4254973, -111.9396447725402 33.42575914692494)"
664,19,-22387993316,6,0.000429,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9370621433475 33.42404040294766, -111.936666 33.4243591)"
19,664,-22387993316,6,0.000378,999999.000000,999999.000000,41,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.936666 33.4243591, -111.9370621433475 33.42404040294766)"
687,67,-22387993317,6,0.000834,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.935077138233 33.41811027525491, -111.9339665 33.4183547)"
67,687,-22386993317,6,0.000720,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9339665 33.4183547, -111.935077138233 33.41811027525491)"
700,32,-22388993315,6,0.001333,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9416894682781 33.42805713211949, -111.942465 33.4284426)"
32,700,-22388993315,6,0.001259,999999.000000,999999.000000,58,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.942465 33.4284426, -111.9416894682781 33.42805713211949)"
701,220,-22388993315,6,0.000626,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9404138 33.42804875, -111.9400691 33.4277606)"
220,701,-22388993315,6,0.000615,999999.000000,999999.000000,62,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9400691 33.4277606, -111.9404138 33.42804875)"
705,412,-22387993314,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9384708870887 33.43060110432084, -111.9381327 33.4302)"
412,705,-22387993314,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9381327 33.4302, -111.9384708870887 33.43060110432084)"
706,429,-22387993314,6,0.000072,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9395158617929 33.43026799960842, -111.9399749 33.4302)"
429,706,-22387993314,6,0.000072,999999.000000,999999.000000,57,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399749 33.4302, -111.9395158617929 33.43026799960842)"
709,407,-22388993315,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9447300819433 33.42603989356498, -111.945 33.4264311)"
407,709,-22389993315,6,0.005000,999999.000000,999999.000000,58,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.945 33.4264311, -111.9447300819433 33.42603989356498)"
713,213,-22388993316,6,0.000146,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9402819596287 33.42382327389784, -111.9399588 33.4240116)"
213,713,-22387993316,6,0.000165,999999.000000,999999.000000,97,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9399588 33.4240116, -111.9402819596287 33.42382327389784)"
717,267,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9389689537746 33.42022540660363, -111.9389314 33.4205069)"
267,717,-22387993316,6,0.005000,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9389314 33.4205069, -111.9389689537746 33.42022540660363)"
718,377,-22387993316,6,0.001692,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9357481592081 33.42155512195088, -111.9349485 33.421897)"
377,718,-22386993316,6,0.001608,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9349485 33.421897, -111.9357481592081 33.42155512195088)"
729,133,-22387993317,6,0.000173,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9388999605642 33.41744256788296, -111.9398439 33.4174549)"
133,729,-22387993317,6,0.000254,999999.000000,999999.000000,49,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398439 33.4174549, -111.9388999605642 33.41744256788296)"
730,203,-22387993317,6,0.000016,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9390224133474 33.41940180764665, -111.9398606 33.4193366)"
203,730,-22387993317,6,0.000100,999999.000000,999999.000000,52,1,0,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398606 33.4193366, -111.9390224133474 33.41940180764665)"
740,201,-22387993317,6,0.000010,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.93963637507 33.41868246007183, -111.9398502 33.4186881)"
201,740,-22387993317,6,0.000031,999999.000000,999999.000000,49,1,0,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398502 33.4186881, -111.93963637507 33.41868246007183)"
741,201,-22387993317,6,0.000024,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9394697252121 33.41839605262469, -111.9398502 33.4186881)"
201,741,-22387993317,6,0.000071,999999.000000,999999.000000,50,1,0,-100.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9398502 33.4186881, -111.9394697252121 33.41839605262469)"
751,65,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.935583682042 33.42351554494621, -111.9349899 33.4232132)"
65,751,-22386993316,6,0.005000,999999.000000,999999.000000,86,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9349899 33.4232132, -111.935583682042 33.42351554494621)"
752,62,-22387993316,6,0.005000,999999.000000,999999.000000,999999,0,0,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,"LINESTRING (-111.9368755768199 33.42351954913661, -111.9366746 33.4232058)"
