agent_id,o_node_id,d_node_id,o_zone_id,d_zone_id,o_cell_id,d_cell_id,volume,departure_time,travel_time,distance,node_sequence,geometry
6,402,176,-1,-1,-1,-1,0.000000,16.666666,5.450001,1644.438721,402;131;132;133;134;201;202;135;203;205;206;207;208;136;209;210;183;184;217;137;213;138;215;139;218;140;219;142;143;144;221;222;223;224;176;,"LINESTRING (-111.938158 33.415000,-111.938552 33.415188,-111.938839 33.415386,-111.939155 33.415634,-111.939396 33.415918,-111.939442 33.415993,-111.939492 33.416074,-111.939492 33.416074,-111.939605 33.416256,-111.939747 33.416566,-111.939825 33.416902,-111.939837 33.417032,-111.939837 33.417032,-111.939846 33.417120,-111.939844 33.417455,-111.939844 33.417455,-111.939847 33.417619,-111.939847 33.417619,-111.939846 33.418438,-111.939850 33.418688,-111.939850 33.418688,-111.939851 33.418737,-111.939851 33.418737,-111.939852 33.418984,-111.939854 33.419058,-111.939854 33.419058,-111.939857 33.419139,-111.939861 33.419337,-111.939861 33.419337,-111.939866 33.419554,-111.939866 33.419554,-111.939866 33.419569,-111.939866 33.419777,-111.939866 33.419777,-111.939872 33.420016,-111.939872 33.420016,-111.939881 33.420236,-111.939881 33.420236,-111.939879 33.420405,-111.939883 33.420490,-111.939883 33.420490,-111.939887 33.420583,-111.939894 33.420960,-111.939894 33.421170,-111.939894 33.421170,-111.939896 33.421289,-111.939896 33.421289,-111.939884 33.421479,-111.939905 33.421785,-111.939894 33.421894,-111.939894 33.421894,-111.939897 33.421982,-111.939897 33.421982,-111.939910 33.422072,-111.939914 33.422407,-111.939963 33.422988,-111.939963 33.422988,-111.939969 33.423189,-111.939969 33.423189,-111.939961 33.423904,-111.939959 33.424012,-111.939959 33.424012,-111.939952 33.424345,-111.939952 33.424345,-111.939958 33.425129,-111.939958 33.425129,-111.939961 33.425492,-111.939961 33.425492,-111.939964 33.426342,-111.939964 33.426342,-111.939964 33.426466,-111.939964 33.426466,-111.939964 33.427036,-111.939964 33.427036,-111.939964 33.427282,-111.939963 33.427385,-111.939963 33.427385,-111.939964 33.427491,-111.939964 33.427491,-111.939964 33.427527,-111.939964 33.427527,-111.939962 33.427579,-111.939962 33.428187,-111.939962 33.428187,-111.939962 33.428431,-111.939962 33.428431,-111.939992 33.428495,-111.940000 33.428674,-111.939983 33.429071,-111.939983 33.429071,-111.939984 33.429227,-111.939984 33.429227,-111.939996 33.429384,-111.939961 33.429499,-111.939964 33.429577,)"
